"age","gender","income","education_level","household_size","employment_status","region","urbanicity","marital_status","n_children","children_flag","housing_tenure","home_type","years_at_address","car_ownership","commute_mode","commute_minutes","spend_30d","web_visits","avg_time_on_site","pages_viewed","device_type","ad_clicks","email_opens","social_media_engagement","search_channel","purchase_amount","pet_ownership","time_visit"
32,"Male",273168,"Bachelor",3,"Student","R01","Urban","Married",2,1,"Renter","Apartment",9,0,"Public",39,0,7,7.4,3,"Mobile",0,6,3.9,"Organic",508,NA,NA
NA,"Male",485155,NA,2,"SelfEmployed","R02","Urban","Cohabiting",1,1,"Owner","Apartment",19,1,"Car",41,1146,9,10.6,6,"Mobile",0,5,5.2,NA,1423,NA,NA
31,"Male",522383,"Master",5,"Employed","R16","Rural","Cohabiting",2,1,"Owner","House",4,0,"Car",51,1153,4,6.7,6,"Desktop",0,2,0.9,"Paid",227,NA,NA
32,"Male",432133,"HighSchool",3,"Student","R20","Rural","Cohabiting",2,1,"Owner","House",7,1,"Car",47,477,NA,8.6,6,"Mobile",0,1,1.1,NA,0,NA,753.4
NA,"Female",293921,NA,2,"Employed","R02","Urban","Cohabiting",3,1,"Renter","House",2,1,"Car",12,724,15,17.2,8,"Mobile",1,6,6.5,NA,505,NA,979.4
28,"Male",623810,"Master",3,"Unemployed","R11","Suburban","Cohabiting",1,1,"Owner","Townhouse",8,1,"Car",50,877,0,4.1,0,"Mobile",0,2,0,"Direct",0,NA,628.7
35,"Male",933905,"Master",3,"Employed","R01","Urban","Cohabiting",3,1,"Renter","Townhouse",9,1,"Bike",23,2174,8,7.6,10,"Mobile",0,4,3.7,"Organic",219,NA,NA
25,"Male",323367,"HighSchool",1,"Employed","R05","Suburban","Cohabiting",2,1,"Owner","Apartment",7,1,"Car",44,0,9,11.4,7,"Mobile",0,6,3.9,"Organic",334,NA,NA
45,"Female",464205,"Bachelor",2,"Unemployed","R02","Urban","Cohabiting",2,1,"Renter","Other",3,1,"Car",29,1307,NA,7.8,6,"Tablet",0,3,3,NA,77,NA,NA
33,"Female",336015,"Other",1,"Employed","R14","Rural","Cohabiting",1,1,"Owner","Other",12,0,"Car",44,863,2,7.4,4,"Desktop",0,5,2.1,"Paid",240,NA,NA
32,"Male",430416,"HighSchool",1,"Unemployed","R12","Suburban","Cohabiting",1,1,"Renter","Apartment",4,1,"Car",37,1696,7,10.8,5,"Mobile",0,0,2.5,"Direct",2,NA,NA
27,"Female",491599,"HighSchool",4,"Student","R01","Urban","Single",1,1,"Owner","Apartment",9,0,"Public",36,550,NA,4,1,"Mobile",0,1,1.3,NA,207,NA,NA
35,"Female",425417,"HighSchool",1,"Unemployed","R04","Urban","Single",0,0,"Owner","Apartment",7,1,"Public",40,433,4,7.2,4,"Mobile",1,3,4.2,"Organic",274,NA,838.4
29,"Male",370234,"HighSchool",2,"Employed","R01","Urban","Cohabiting",1,1,"Renter","House",5,0,"Bike",14,2214,6,9.8,5,"Mobile",0,8,3.6,"Direct",540,NA,NA
31,"Male",347260,"HighSchool",3,"Employed","R02","Urban","Single",2,1,"Owner","Apartment",7,0,"Bike",26,1130,8,NA,7,"Desktop",1,4,4.2,"Organic",201,"Dog",NA
46,"Female",458505,"HighSchool",4,"Unemployed","R01","Urban","Cohabiting",2,1,"Renter","House",9,1,"Car",24,790,3,8.3,5,"Mobile",2,4,2.5,"Direct",326,NA,NA
34,"Female",402965,"HighSchool",2,"Retired","R01","Urban","Cohabiting",0,0,"Owner","House",9,0,"Public",30,962,9,20.8,9,"Tablet",0,4,4.7,"Paid",288,NA,NA
28,"Male",333553,NA,3,"Employed","R03","Urban","Cohabiting",2,1,"Renter","Townhouse",4,1,"Car",33,1069,1,4.1,2,"Mobile",0,3,2.1,NA,98,NA,NA
36,"Female",553796,"Master",2,"Employed","R07","Suburban","Divorced",2,1,"Owner","Apartment",8,1,"Car",41,1446,7,NA,2,"Tablet",0,2,3,"Organic",0,NA,NA
32,"Female",561885,"Master",3,"SelfEmployed","R01","Urban","Divorced",1,1,"Owner","Apartment",10,1,"Car",39,1756,0,4.1,4,"Mobile",0,4,1.8,"Paid",173,NA,NA
NA,"Male",494169,NA,4,"SelfEmployed","R02","Urban","Married",2,1,"Owner","Apartment",11,1,"Public",11,1385,3,5.8,0,"Desktop",0,4,2.6,NA,162,NA,NA
48,"Male",245588,"Master",2,"SelfEmployed","R09","Suburban","Married",0,0,"Owner","Townhouse",7,1,"Car",15,0,7,10.1,4,"Desktop",0,7,4.5,"Paid",264,"Dog",NA
28,"Male",561497,"Other",2,"Employed","R04","Urban","Cohabiting",1,1,"Renter","Apartment",4,1,"Walk",32,2120,3,13.7,4,"Mobile",0,4,2.4,"Direct",150,NA,641.5
39,"Female",568753,"Bachelor",5,"Employed","R01","Urban","Married",2,1,"Owner","Apartment",4,1,"Remote",0,1191,5,7.2,7,"Mobile",0,5,3.6,"Organic",87,"Cat",930.9
36,"Female",385109,"HighSchool",6,"Retired","R02","Urban","Married",1,1,"Renter","Apartment",7,1,"Car",10,581,NA,8.7,2,"Mobile",1,4,4.7,NA,222,NA,857
43,"Female",610175,"Bachelor",3,"Student","R03","Urban","Cohabiting",1,1,"Owner","Apartment",10,0,"Public",36,973,NA,7.9,8,"Desktop",1,5,4.4,NA,128,NA,NA
33,"Female",902026,"Master",2,"SelfEmployed","R02","Urban","Married",2,1,"Owner","House",13,0,"Bike",40,1919,NA,8.5,3,"Mobile",0,2,2.1,NA,0,NA,NA
42,"Female",538905,"Bachelor",5,"Retired","R01","Urban","Single",1,1,"Owner","Townhouse",9,0,"Public",30,1222,2,6.5,5,"Mobile",0,1,2,"Organic",0,NA,NA
24,"Female",685437,"PhD",3,"Employed","R05","Suburban","Cohabiting",0,0,"Renter","Apartment",4,1,"Car",39,1171,4,10.9,6,"Mobile",1,5,2.7,"Organic",131,NA,NA
51,"Male",911109,"Bachelor",2,"Employed","R15","Rural","Married",2,1,"Owner","Apartment",15,1,"Car",45,920,7,8.9,3,"Mobile",0,1,3.5,"Organic",0,NA,NA
42,"Female",1120618,"HighSchool",3,"Retired","R04","Urban","Married",2,1,"Owner","House",16,1,"Car",39,1365,5,11.1,3,"Mobile",0,6,0.4,"Organic",216,NA,NA
34,"Female",345449,"HighSchool",4,"Employed","R08","Suburban","Cohabiting",2,1,"Owner","Apartment",8,1,"Car",28,0,1,9,4,"Mobile",0,4,2.6,"Organic",411,"Dog",NA
25,"Male",359581,"Master",3,"Employed","R03","Urban","Cohabiting",2,1,"Renter","Apartment",5,1,"Car",45,0,8,12,6,"Desktop",0,13,5.6,"Paid",261,NA,NA
40,"Female",375531,"Master",1,"Unemployed","R03","Urban","Cohabiting",1,1,"Owner","House",6,1,"Car",33,1426,9,5.6,3,"Mobile",1,3,1.8,"Organic",168,NA,NA
39,"Male",824552,"Bachelor",3,"Employed","R17","Rural","Married",1,1,"Owner","Other",1,0,"Public",33,1535,8,7.2,1,"Mobile",1,1,1.9,"Organic",111,NA,936.6
35,"Female",619673,"Master",1,"Employed","R01","Urban","Single",0,0,"Owner","Townhouse",4,0,"Public",34,2011,5,7.7,5,"Mobile",0,6,2.7,"Organic",70,NA,NA
36,"Male",762061,"HighSchool",1,"Employed","R01","Urban",NA,0,0,"Renter","Apartment",2,1,"Car",12,1296,9,34.5,7,"Desktop",0,7,2.4,NA,785,NA,NA
31,"Male",531142,NA,4,"Employed","R16","Rural",NA,1,1,"Owner","House",13,1,"Public",37,880,3,6.6,2,"Desktop",0,5,3.6,NA,0,NA,NA
38,"Male",383981,"HighSchool",2,"Employed","R05","Suburban","Married",1,1,"Owner","Townhouse",9,1,"Car",22,1059,5,3.7,3,"Mobile",0,3,3.3,"Organic",159,"Cat",NA
37,"Male",202019,"Bachelor",2,"Unemployed","R01","Urban","Married",1,1,"Renter","Apartment",10,0,"Bike",21,0,7,6.1,0,"Mobile",1,4,4.1,"Organic",258,"Cat",NA
33,"Female",176212,"Bachelor",2,"Employed","R04","Urban","Cohabiting",2,1,"Owner","Apartment",4,1,"Public",38,0,3,10,6,"Mobile",0,5,4.6,"Paid",226,NA,NA
26,"Male",1360244,"HighSchool",4,"SelfEmployed","R07","Suburban","Single",2,1,"Owner","Apartment",8,1,"Car",25,1491,9,10,3,"Desktop",0,5,5.8,"Paid",198,"Fish",NA
41,"Female",450981,"Bachelor",1,"Employed","R01","Urban","Married",2,1,"Owner","Apartment",11,0,"Public",44,964,7,8.7,1,"Mobile",0,7,1.8,"Organic",149,NA,NA
40,"Female",611717,NA,NA,"Employed","R08","Suburban","Cohabiting",1,1,"Owner","House",2,1,"Remote",0,945,3,7.5,4,"Mobile",0,6,4.4,NA,0,NA,NA
29,"Male",659327,"Bachelor",6,"Retired","R01","Urban","Single",1,1,"Owner","Apartment",5,0,"Public",10,1585,NA,11.1,6,"Tablet",0,3,4.4,NA,317,NA,672.7
25,"Female",996974,"Master",1,"Employed","R01","Urban","Single",1,1,"Renter","Apartment",7,1,"Bike",46,1246,13,17.9,9,"Mobile",1,6,5.9,"Paid",477,NA,NA
37,"Female",637564,"Bachelor",1,"Employed","R05","Suburban","Cohabiting",2,1,"Owner","Apartment",3,0,"Car",39,0,7,14.4,5,"Mobile",0,5,5.5,"Paid",347,NA,NA
32,"Female",456574,"Master",2,"Unemployed","R02","Urban","Single",2,1,"Renter","Apartment",6,0,"Car",37,0,4,8.6,5,"Desktop",0,4,3.6,"Referral",261,NA,NA
37,"Female",677107,"HighSchool",4,"Employed","R06","Suburban","Married",0,0,"Owner","House",14,1,"Car",25,2897,5,16.9,4,"Mobile",0,3,4,"Paid",557,NA,890.5
26,"Male",544716,"HighSchool",4,"Employed","R14","Rural","Married",1,1,"Owner","Apartment",7,1,"Car",24,392,6,4.6,1,"Desktop",2,3,0.7,"Paid",0,NA,581.2
28,"Female",318457,"HighSchool",4,"Employed","R07","Suburban","Single",1,1,"Owner","Townhouse",7,1,"Public",28,1092,6,7.2,4,"Mobile",0,1,4.6,"Organic",0,NA,NA
44,"Female",762359,"HighSchool",2,"Student","R06","Suburban","Cohabiting",3,1,"Owner","Townhouse",7,0,"Remote",0,425,3,3.4,1,"Desktop",0,1,2.8,"Direct",0,NA,NA
NA,"Male",492596,NA,4,"Employed","R03","Urban","Married",0,0,"Owner","Apartment",12,0,"Public",27,0,2,8.6,1,"Mobile",0,2,0.7,NA,553,NA,NA
40,"Female",441492,"Bachelor",3,"Employed","R20","Rural","Married",2,1,"Owner","House",7,1,"Car",49,1100,7,9.3,6,"Mobile",0,4,2.9,"Referral",304,NA,NA
52,"Female",271195,"Bachelor",2,"Employed","R04","Urban","Cohabiting",1,1,"Owner","Apartment",17,1,"Public",38,0,0,5.4,3,"Mobile",0,5,0.9,"Paid",0,NA,NA
36,"Male",846134,"PhD",3,"Employed","R01","Urban","Cohabiting",3,1,"Owner","Apartment",11,1,"Remote",0,969,1,4.1,3,"Desktop",0,1,2.6,"Direct",424,NA,NA
23,"Male",363149,NA,1,"Employed","R02","Urban",NA,1,1,"Owner","Townhouse",5,0,"Public",39,1106,7,10.1,3,"Desktop",2,3,2.6,NA,240,NA,NA
38,"Female",426091,"HighSchool",3,"Employed","R01","Urban","Cohabiting",2,1,"Renter","Apartment",9,1,"Car",30,1192,4,8.7,2,"Tablet",0,0,0.8,"Organic",246,NA,NA
45,"Male",443131,"Bachelor",3,"Employed","R02","Urban","Divorced",1,1,"Owner","Apartment",11,0,"Public",37,973,4,9.1,7,"Desktop",0,4,3,"Paid",237,NA,NA
55,"Female",436114,"Bachelor",4,"Employed","R01","Urban","Married",0,0,"Owner","Apartment",16,1,"Public",42,1292,3,5.4,1,"Mobile",0,0,1.3,"Direct",321,NA,NA
26,"Male",610855,"HighSchool",4,"Unemployed","R07","Suburban","Divorced",1,1,"Owner","Townhouse",8,1,"Car",43,1539,7,7.8,1,"Mobile",0,3,5.4,"Direct",151,NA,NA
27,"Female",739006,"Bachelor",1,"Employed","R03","Urban","Cohabiting",2,1,"Owner","House",9,1,"Car",16,807,2,NA,2,"Desktop",0,2,1.7,"Organic",185,NA,NA
30,"Female",604493,"Bachelor",5,"Student","R05","Suburban","Cohabiting",1,1,"Owner","Apartment",12,1,"Car",32,0,1,6.5,5,"Desktop",0,1,0.2,"Paid",0,NA,NA
28,"Female",200356,"HighSchool",4,"Employed","R02","Urban","Cohabiting",1,1,"Renter","Townhouse",4,0,"Public",37,0,2,5.6,2,"Desktop",0,1,2.5,"Direct",139,NA,NA
30,"Male",119594,"HighSchool",3,"Employed","R18","Rural","Cohabiting",1,1,"Renter","Other",6,0,"Car",67,0,2,5.6,3,"Mobile",0,2,1.4,"Organic",91,NA,NA
34,"Male",368149,"Other",3,"Unemployed","R01","Urban","Cohabiting",1,1,"Owner","Apartment",4,1,"Car",25,404,7,7.7,0,"Mobile",0,1,1.8,"Organic",207,NA,802.9
27,"Male",407300,"Other",1,"Employed","R02","Urban","Cohabiting",2,1,"Renter","House",1,0,"Remote",0,0,6,17.2,8,"Mobile",0,3,3.8,"Organic",1172,NA,NA
55,"Female",414579,NA,4,"SelfEmployed","R03","Urban",NA,1,1,"Owner","Other",10,0,"Car",29,789,8,6.9,3,"Desktop",0,4,2.3,NA,0,"None",NA
36,"Male",209192,"Bachelor",2,"Employed","R01","Urban","Cohabiting",2,1,"Renter","Apartment",7,0,"Public",14,609,2,7.1,0,"Desktop",0,1,1.9,"Organic",14,NA,NA
34,"Female",309699,"Master",3,"Employed","R01","Urban","Single",2,1,"Owner","Apartment",10,1,"Car",32,875,6,4,3,"Mobile",0,4,3.5,"Paid",0,NA,NA
39,"Female",165461,"Master",5,"Employed","R01","Urban","Single",0,0,"Owner","Townhouse",16,1,"Public",20,767,3,5.2,4,"Desktop",0,2,1.4,"Paid",460,NA,NA
35,"Female",1921166,"Bachelor",5,"SelfEmployed","R09","Suburban","Single",1,1,"Owner","Townhouse",8,1,"Car",29,1917,5,7.4,2,"Desktop",0,2,2.5,"Paid",7,NA,NA
34,"Male",607822,"Bachelor",5,"Employed","R04","Urban","Single",1,1,"Owner","Apartment",7,0,"Remote",0,1631,3,11.7,7,"Desktop",0,4,2.6,"Organic",175,NA,NA
48,"Male",448479,"Bachelor",3,"Student","R03","Urban","Married",1,1,"Renter","Other",10,1,"Bike",31,1475,3,9.7,6,"Mobile",0,4,0.5,"Paid",141,NA,NA
33,"Male",159122,"HighSchool",1,"SelfEmployed","R07","Suburban","Widowed",1,1,"Owner","Townhouse",13,0,"Public",42,1291,3,16,9,"Mobile",0,3,1.3,"Paid",243,NA,NA
26,"Male",388587,"HighSchool",3,"Student","R01","Urban","Single",1,1,"Other","House",4,1,"Car",35,386,5,7.2,6,"Desktop",0,2,3.1,"Organic",257,NA,NA
38,"Female",706614,"Master",1,"Employed","R03","Urban","Married",3,1,"Owner","Apartment",8,0,"Public",24,1373,1,5.2,1,"Tablet",0,4,1.6,"Direct",0,NA,NA
32,"Female",690388,"Bachelor",2,"Unemployed","R19","Rural","Cohabiting",2,1,"Owner","House",3,1,"Remote",0,2085,8,27.6,10,"Mobile",1,9,5.7,"Direct",247,NA,NA
31,"Male",577667,"HighSchool",4,"Student","R04","Urban","Cohabiting",1,1,"Renter","Apartment",4,0,"Remote",0,594,8,7.2,4,"Desktop",0,6,4.1,"Direct",134,NA,NA
28,"Male",977283,"HighSchool",4,"Employed","R12","Suburban","Married",1,1,"Owner","House",9,1,"Car",42,553,6,5.6,2,"Desktop",0,4,2.7,"Direct",0,"Reptile",NA
38,"Male",166195,"Master",4,"Unemployed","R04","Urban","Married",2,1,"Owner","Apartment",14,0,"Public",36,0,NA,13.2,5,"Tablet",0,8,5.3,NA,0,NA,NA
NA,"Female",245402,NA,4,"Unemployed","R14","Rural","Single",1,1,"Renter","House",13,1,"Car",32,277,3,6,3,"Mobile",0,3,0.7,NA,376,NA,NA
39,"Male",445281,"Master",4,"Employed","R08","Suburban","Cohabiting",2,1,"Owner","Apartment",9,1,"Remote",0,0,9,7.2,2,"Mobile",0,7,5.6,"Paid",245,NA,NA
33,"Female",488512,"Bachelor",1,"SelfEmployed","R06","Suburban","Married",2,1,"Owner","House",2,1,"Car",40,921,4,11.6,7,"Mobile",0,4,4.5,"Direct",217,NA,NA
30,"Male",335765,"HighSchool",3,"Employed","R18","Rural","Cohabiting",1,1,"Owner","House",9,1,"Walk",51,1093,5,9.6,6,"Mobile",0,8,3.3,"Direct",533,NA,NA
46,"Male",869626,"Master",4,"Employed","R07","Suburban","Married",1,1,"Renter","House",12,1,"Car",27,951,6,6.5,2,"Mobile",0,2,2.4,"Direct",237,NA,NA
33,"Female",146323,"Bachelor",3,"Retired","R12","Suburban","Married",1,1,"Renter","Townhouse",7,1,"Remote",0,0,4,9.4,4,"Mobile",0,2,2.1,"Organic",380,NA,NA
43,"Male",257592,"Bachelor",2,"Employed","R04","Urban","Married",3,1,"Renter","Apartment",6,1,"Public",20,527,7,8.5,1,"Mobile",0,9,1.3,"Paid",230,NA,NA
27,"Male",1087245,"PhD",3,"Student","R05","Suburban","Single",2,1,"Owner","Apartment",9,1,"Car",47,1969,4,6.5,1,"Tablet",0,1,1.7,"Organic",169,NA,NA
32,"Female",735125,"Bachelor",4,"Employed","R03","Urban","Married",0,0,"Renter","Other",7,1,"Car",44,2311,3,10.3,1,"Mobile",0,5,3.3,"Paid",0,NA,NA
33,"Female",195295,"PhD",1,"Employed","R04","Urban","Single",2,1,"Owner","Apartment",10,0,"Bike",47,1866,1,4,1,"Mobile",0,3,1,"Paid",0,NA,NA
32,"Male",707819,"HighSchool",1,"Unemployed","R18","Rural","Cohabiting",2,1,"Owner","Apartment",5,1,"Car",33,3060,5,3.8,3,"Desktop",0,2,1.5,"Organic",221,NA,NA
47,"Female",550214,"Master",3,"Employed","R01","Urban","Married",1,1,"Owner","Apartment",16,0,"Bike",30,565,4,7.6,3,"Desktop",1,5,3.9,"Organic",274,NA,NA
35,"Female",216424,"Bachelor",1,"Unemployed","R02","Urban","Cohabiting",2,1,"Owner","House",6,0,"Bike",23,754,5,6.9,6,"Mobile",0,3,2.2,"Referral",458,NA,NA
37,"Male",548405,"Master",2,"Student","R06","Suburban","Cohabiting",2,1,"Owner","House",11,1,"Car",25,1403,4,5,3,"Mobile",0,2,3.3,"Paid",239,NA,888.8
28,"Female",735385,"Other",4,"SelfEmployed","R03","Urban","Cohabiting",1,1,"Renter","Apartment",10,1,"Car",16,1163,NA,11.1,1,"Mobile",0,3,4.3,NA,96,"Cat",NA
30,"Male",260328,"Bachelor",1,"Employed","R01","Urban","Cohabiting",1,1,"Owner","Apartment",8,0,"Public",29,2278,9,12.1,5,"Desktop",0,4,4.6,"Paid",342,NA,694.2
44,"Male",598884,"Bachelor",4,"Employed","R01","Urban","Married",1,1,"Owner","House",10,0,"Public",21,653,6,6.2,2,"Desktop",0,2,4.1,"Direct",239,NA,NA
46,"Female",228057,"Master",4,"Employed","R01","Urban","Married",2,1,"Owner","Apartment",14,0,"Remote",0,414,4,8.5,7,"Mobile",0,5,1,"Organic",182,NA,1091.7
46,"Female",602205,"Master",2,"Employed","R02","Urban","Married",1,1,"Owner","Apartment",10,1,"Public",29,0,7,11.8,6,"Mobile",1,4,1.7,"Paid",548,"Dog",NA
26,"Female",262060,"Bachelor",2,"SelfEmployed","R19","Rural","Single",2,1,"Renter","House",6,1,"Car",34,0,8,8.7,6,"Desktop",0,6,5.9,"Organic",0,NA,NA
55,"Female",365983,"Master",1,"Employed","R02","Urban","Married",2,1,"Owner","Apartment",11,1,"Car",37,2305,2,5.1,1,"Desktop",0,4,0.4,"Paid",0,NA,NA
44,"Female",253736,"Master",3,"Employed","R01","Urban","Married",3,1,"Other","Other",6,1,"Car",31,1280,4,8.4,6,"Tablet",1,14,4.9,"Direct",839,"Dog",NA
35,"Female",660479,"Master",3,"Employed","R09","Suburban","Single",1,1,"Owner","House",9,1,"Car",40,1262,4,10.9,5,"Desktop",0,3,1.3,"Direct",414,NA,NA
41,"Male",415632,"Bachelor",4,"Employed","R05","Suburban","Married",1,1,"Renter","House",7,0,"Remote",0,0,3,7.1,3,"Mobile",0,4,3.1,"Paid",414,NA,NA
28,"Male",591964,"Bachelor",6,"Employed","R06","Suburban","Cohabiting",2,1,"Owner","House",9,1,"Car",51,0,NA,9.2,7,"Mobile",0,8,4.4,NA,302,NA,NA
28,"Female",631933,"Bachelor",5,"Employed","R05","Suburban","Single",2,1,"Owner","Apartment",6,1,"Car",23,739,6,8.3,3,"Mobile",0,3,1.6,"Organic",99,NA,620.8
35,"Male",448877,"HighSchool",2,"Employed","R15","Rural","Cohabiting",1,1,"Owner","Townhouse",9,0,"Car",42,471,1,8.8,2,"Mobile",0,0,2,"Paid",0,NA,NA
27,"Male",427971,"Master",1,"Employed","R01","Urban","Single",0,0,"Owner","Apartment",7,0,"Car",49,799,5,11.3,6,"Mobile",0,5,3.6,"Direct",349,NA,NA
36,"Male",560722,NA,NA,"Employed","R02","Urban","Cohabiting",3,1,"Owner","Apartment",11,1,"Car",43,1675,3,9.9,3,"Mobile",0,1,1.6,NA,167,NA,NA
47,"Male",622127,"HighSchool",3,"Student","R01","Urban","Married",3,1,"Owner","Apartment",10,1,"Remote",0,1341,7,15.1,9,"Mobile",0,5,4.3,"Organic",698,NA,NA
28,"Female",445842,"Master",1,"Unemployed","R01","Urban","Cohabiting",0,0,"Owner","Apartment",9,1,"Car",36,0,5,8.2,3,"Mobile",0,4,4.3,"Direct",63,"Fish",NA
30,"Female",566533,"PhD",6,"SelfEmployed","R08","Suburban","Single",2,1,"Owner","House",12,1,"Car",48,0,4,6.5,2,"Desktop",2,2,5.6,"Direct",177,NA,NA
35,"Female",698998,"Bachelor",3,"Employed","R03","Urban","Married",2,1,"Owner","Apartment",8,1,"Car",41,1389,1,7.2,5,"Mobile",1,3,3,"Direct",353,NA,NA
NA,"Male",654053,NA,5,"Employed","R17","Rural","Married",1,1,"Owner","Other",10,1,"Car",49,0,5,9.9,4,"Mobile",0,11,2.8,NA,162,NA,NA
32,"Female",924786,"Master",2,"Employed","R02","Urban","Cohabiting",2,1,"Owner","Apartment",14,1,"Car",20,1684,4,14.5,5,"Tablet",0,4,4.8,"Organic",0,NA,NA
42,"Female",159028,"Master",4,"Retired","R03","Urban","Single",1,1,"Renter","House",7,0,"Public",27,266,5,6.7,5,"Desktop",0,6,2.6,"Organic",283,NA,NA
NA,"Male",543999,NA,NA,"Unemployed","R02","Urban","Married",3,1,"Renter","Other",8,1,"Bike",26,0,4,4.3,5,"Tablet",2,5,2.9,NA,682,NA,NA
38,"Female",489981,"Master",4,"Employed","R01","Urban","Married",3,1,"Owner","Apartment",8,1,"Bike",34,779,5,12.2,6,"Mobile",0,2,3.4,"Direct",198,NA,NA
23,"Male",295215,"HighSchool",5,"SelfEmployed","R11","Suburban","Married",1,1,"Owner","Apartment",5,1,"Car",39,0,4,4.7,3,"Desktop",0,3,2.4,"Organic",198,NA,469.7
35,"Female",297420,"Bachelor",3,"Employed","R02","Urban","Single",1,1,"Owner","Apartment",11,1,"Car",21,0,9,4.7,2,"Tablet",1,5,2.5,"Paid",96,NA,NA
44,"Male",600400,"Bachelor",6,"Employed","R01","Urban","Cohabiting",1,1,"Owner","Apartment",7,1,"Car",38,1064,7,12.9,9,"Desktop",0,0,3.2,"Paid",772,NA,NA
42,"Male",370096,"Master",1,"Student","R01","Urban","Cohabiting",1,1,"Renter","Apartment",6,0,"Bike",34,459,6,11.1,3,"Mobile",1,3,2.9,"Paid",0,NA,NA
34,"Female",389982,NA,NA,"Employed","R04","Urban","Cohabiting",3,1,"Owner","Apartment",10,1,"Public",25,0,2,NA,2,"Mobile",0,4,0.8,NA,82,NA,NA
19,"Male",594792,"HighSchool",1,"Student","R01","Urban",NA,0,0,"Owner","House",1,1,"Car",46,2006,7,10.1,4,"Mobile",0,4,4.5,NA,174,NA,NA
35,"Male",843880,"HighSchool",2,"Employed","R01","Urban","Single",1,1,"Owner","House",8,0,"Car",37,0,9,8.9,5,"Desktop",1,6,5.1,"Direct",113,NA,NA
40,"Male",1402480,"Other",3,"Employed","R11","Suburban","Single",2,1,"Renter","Townhouse",3,1,"Bike",27,1608,7,5.5,0,"Desktop",0,4,4,"Organic",180,NA,NA
35,"Male",687233,"Master",1,"SelfEmployed","R18","Rural","Married",2,1,"Owner","House",9,1,"Car",39,1067,7,6.7,4,"Desktop",0,3,2.6,"Paid",156,NA,NA
36,"Female",1353361,"PhD",4,"Employed","R01","Urban","Cohabiting",1,1,"Owner","Apartment",11,1,"Car",30,465,8,7.8,9,"Mobile",0,5,2.5,"Organic",0,NA,NA
38,"Male",905637,"PhD",4,"Employed","R05","Suburban","Single",1,1,"Owner","Apartment",6,1,"Walk",25,2474,NA,15.6,5,"Mobile",0,4,4.9,NA,399,NA,NA
32,"Female",540602,"Master",2,"Employed","R03","Urban","Cohabiting",1,1,"Renter","Apartment",9,1,"Car",29,1357,12,15.8,7,"Desktop",1,5,3.7,"Paid",310,NA,NA
47,"Female",517489,"Bachelor",1,"Employed","R02","Urban","Cohabiting",1,1,"Owner","Townhouse",13,0,"Public",17,1002,4,8,4,"Mobile",0,2,3.2,"Organic",251,NA,NA
39,"Male",1301471,"HighSchool",5,"Employed","R19","Rural","Divorced",2,1,"Owner","Apartment",8,1,"Car",34,1019,7,5,3,"Mobile",0,5,3.9,"Paid",439,NA,NA
27,"Female",257788,"Bachelor",4,"Student","R01","Urban","Single",0,0,"Other","Apartment",4,1,"Car",31,0,8,5.4,4,"Desktop",0,2,4.7,"Paid",644,NA,NA
47,"Male",466236,"Bachelor",3,"Student","R01","Urban","Cohabiting",4,1,"Owner","Apartment",9,1,"Car",21,946,2,3.9,2,"Mobile",0,1,1.8,"Paid",299,NA,NA
46,"Male",500223,"Bachelor",2,"Employed","R04","Urban","Married",2,1,"Owner","Apartment",13,0,"Public",19,1499,3,NA,2,"Mobile",1,6,1.5,"Paid",135,NA,NA
42,"Male",124242,"Bachelor",2,"Student","R01","Urban","Married",1,1,"Owner","Apartment",12,0,"Car",24,833,4,3.7,1,"Mobile",0,5,0.5,"Paid",148,NA,NA
24,"Male",370842,"Master",3,"Employed","R07","Suburban","Single",0,0,"Owner","Apartment",6,1,"Car",35,572,2,5.3,1,"Desktop",0,3,3.2,"Organic",298,NA,507.5
31,"Female",544503,"HighSchool",3,"Student","R02","Urban","Single",2,1,"Renter","Apartment",5,1,"Car",36,269,9,6.9,6,"Mobile",0,3,4.1,"Organic",280,NA,726.1
40,"Male",94948,"Bachelor",4,"Employed","R05","Suburban","Divorced",1,1,"Owner","House",10,1,"Car",27,683,5,26.4,7,"Desktop",0,5,4.5,"Paid",422,NA,NA
35,"Female",550913,"HighSchool",4,"Employed","R11","Suburban","Cohabiting",1,1,"Owner","Apartment",11,1,"Car",20,1699,13,27.6,16,"Desktop",0,11,6.4,"Organic",446,NA,NA
38,"Male",384611,"Bachelor",5,"Employed","R03","Urban","Cohabiting",1,1,"Owner","Townhouse",11,1,"Public",12,0,5,7.7,2,"Mobile",2,5,4.1,"Organic",189,NA,NA
60,"Male",574070,"PhD",1,"Employed","R01","Urban","Cohabiting",2,1,"Owner","Apartment",11,1,"Car",20,1147,6,7.4,3,"Mobile",0,4,3.8,"Paid",84,NA,NA
29,"Female",667785,NA,NA,"Unemployed","R07","Suburban","Cohabiting",0,0,"Owner","Apartment",2,1,"Car",28,3473,13,6.6,1,"Tablet",1,6,5.1,NA,489,NA,NA
22,"Male",984752,"Master",2,"Employed","R01","Urban","Single",1,1,"Owner","House",4,0,"Public",26,702,3,3.7,0,"Mobile",0,3,0,"Direct",101,"Cat",NA
